longitude,latitude
73.65208436445215,15.799166696066429
73.65208436445215,15.796638480945068
,
73.65208436445215,15.796638480945068
73.65372463353474,15.794166542199132
,
73.65372463353474,15.794166542199132
73.65372463353472,15.792499524042098
,
73.65372463353472,15.792499524042098
73.6558075344581,15.791250200599563
,
73.6558075344581,15.791250200599563
73.65624999884318,15.795000053708558
,
73.65624999884318,15.795000053708558
73.65789032435259,15.798333150865075
,
73.66208646897213,15.79997249208024
73.66122437877864,15.79836082381146
,
73.66122437877864,15.79836082381146
73.66122437877864,15.795833571248144
,
73.66122437877864,15.795833571248144
73.65958408001828,15.794166540590588
,
73.65958408001828,15.794166540590588
73.65869144010588,15.791610746381034
,
73.65869144010588,15.791610746381034
73.65541842369646,15.788332949402854
,
73.65541842369646,15.788332949402854
73.65705875587486,15.782472623874831
,
73.65705875587486,15.782472623874831
73.65872188944864,15.779972090183692
,
73.65872188944864,15.779972090183692
73.65875242860793,15.77750014153978
,
73.65875242860793,15.77750014153978
73.66041563822485,15.774138459033601
,
73.66041563822485,15.774138459033601
73.66122437877864,15.769139259498127
,
73.66122437877864,15.769139259498127
73.66291810681516,15.765832895832679
,
73.66291810681516,15.765832895832679
73.66286466437276,15.761694917003336
,
73.66286466437276,15.761694917003336
73.66371920286012,15.760833785567986
,
73.66371920286012,15.760833785567986
73.66371920286012,15.756638496560475
,
73.66371920286012,15.756638496560475
73.66458128252545,15.755833643630641
,
73.66458128252545,15.755833643630641
73.66458128252545,15.754166577066114
,
73.66458128252545,15.754166577066114
73.6658325400453,15.753722159633893
,
73.6658325400453,15.753722159633893
73.66705325198292,15.755000074178712
,
73.66705325198292,15.755000074178712
73.66705325198292,15.756667164943993
,
73.66705325198292,15.756667164943993
73.6699981636565,15.758749997514071
,
73.6699981636565,15.758749997514071
73.67082976926936,15.757082948792991
,
73.67082976926936,15.757082948792991
73.67333220000647,15.756250401124145
,
73.67333220000647,15.756250401124145
73.67458340385717,15.755000151091009
,
73.67458340385717,15.755000151091009
73.67622376169389,15.751667031113316
,
73.67622376169389,15.751667031113316
73.67414088938268,15.75125022354286
,
73.67414088938268,15.75125022354286
73.6724700674951,15.752916371070798
,
73.6724700674951,15.752916371070798
73.67163846857053,15.752916310906908
,
73.67163846857053,15.752916310906908
73.6699981636565,15.75122257526738
,
73.6699981636565,15.75122257526738
73.66955563923159,15.754138944023644
,
73.66955563923159,15.754138944023644
73.66830440453452,15.754555716855032
,
73.66830440453452,15.754555716855032
73.66333010715802,15.747916266212389
,
73.66333010715802,15.747916266212389
73.66249847099219,15.747916179572886
,
73.66249847099219,15.747916179572886
73.65830233483099,15.744555480368422
,
73.65830233483099,15.744555480368422
73.65416719224721,15.744583092490828
,
