timestamp,point_id,offshore_distance_km,VV,VH,VH_VV_ratio,incidence_angle,year,month,day,day_of_year,latitude,longitude,ERA5_WindSpeed_100m_ms
2020-12-29 05:43:36,OD_0001,20,-21.207181747850548,-28.65632167327953,1.3512555328660767,37.74910736083984,2020,12,29,364,19.11737,85.03324,3.7768917083740234
2021-01-10 05:43:35,OD_0001,20,-16.56248802107472,-27.93903869040941,1.6868865749432542,37.75436019897461,2021,1,10,10,19.11737,85.03324,1.0180641412734985
2021-01-22 05:43:35,OD_0001,20,-16.64125733830036,-25.5846403215917,1.5374223113963794,37.75646209716797,2021,1,22,22,19.11737,85.03324,4.753330707550049
2021-02-03 05:43:35,OD_0001,20,-18.91387728508028,-29.43228059655911,1.5561209451102866,37.751556396484375,2021,2,3,34,19.11737,85.03324,2.3694818019866943
2021-02-15 05:43:34,OD_0001,20,-19.505425558342907,-28.651212050778,1.4688842324961855,37.748165130615234,2021,2,15,46,19.11737,85.03324,2.121704339981079
2021-02-27 05:43:34,OD_0001,20,-22.65951552163645,-35.040332724660594,1.546384903560816,37.74892425537109,2021,2,27,58,19.11737,85.03324,3.882526159286499
2021-03-11 05:43:34,OD_0001,20,-21.179557150583715,-27.9083816611712,1.3177037396365974,37.75114822387695,2021,3,11,70,19.11737,85.03324,7.742575168609619
2021-03-23 05:43:34,OD_0001,20,-19.417649189823457,-30.65148561425662,1.5785374076240226,37.75664520263672,2021,3,23,82,19.11737,85.03324,3.2027039527893066
2021-04-04 05:43:35,OD_0001,20,-22.674294224020606,-28.77559293079742,1.2690843933882292,37.757625579833984,2021,4,4,94,19.11737,85.03324,4.009516716003418
2021-04-16 05:43:35,OD_0001,20,-28.23746541985881,-27.90362508738999,0.9881773973865926,37.75465774536133,2021,4,16,106,19.11737,85.03324,5.188076496124268
2021-04-28 05:43:35,OD_0001,20,-18.62909486908609,-26.89652755646318,1.4437914319227831,37.75508880615234,2021,4,28,118,19.11737,85.03324,7.459895610809326
2021-05-10 05:43:36,OD_0001,20,-21.18095627236148,-29.83573980799587,1.4086115576815488,37.7487678527832,2021,5,10,130,19.11737,85.03324,5.9784650802612305
2021-05-22 05:43:37,OD_0001,20,-19.420447596631707,-28.23399910948522,1.4538284439119795,37.75383758544922,2021,5,22,142,19.11737,85.03324,2.203476667404175
2021-06-03 05:43:37,OD_0001,20,-20.99593469314643,-30.1310196878042,1.4350882743810245,37.754669189453125,2021,6,3,154,19.11737,85.03324,6.133320331573486
2021-06-15 05:43:38,OD_0001,20,-18.590494333859308,-28.60411896162409,1.5386421925062386,37.75079727172852,2021,6,15,166,19.11737,85.03324,9.724990844726562
2021-06-27 05:43:39,OD_0001,20,-19.33678805018914,-28.603936759418808,1.479249639866587,37.75294494628906,2021,6,27,178,19.11737,85.03324,7.550130367279053
2021-07-09 05:43:40,OD_0001,20,-21.868836076873365,-31.15994900385944,1.4248563066788713,37.75243377685547,2021,7,9,190,19.11737,85.03324,4.549067497253418
2021-07-21 05:43:40,OD_0001,20,-25.241746343412608,-29.11374775115112,1.1533967323441152,37.75284194946289,2021,7,21,202,19.11737,85.03324,3.4354381561279297
2021-08-02 05:43:41,OD_0001,20,-17.964635306484155,-28.21568866322126,1.5706240723426816,37.75231170654297,2021,8,2,214,19.11737,85.03324,5.419003486633301
2021-08-14 05:43:42,OD_0001,20,-28.831003842461072,-28.998189537209093,1.0057988162903226,37.75394058227539,2021,8,14,226,19.11737,85.03324,1.8197335004806519
2021-08-26 05:43:42,OD_0001,20,-22.30849897662535,-29.04621259504204,1.302024516552028,37.75115585327149,2021,8,26,238,19.11737,85.03324,4.4105753898620605
2021-09-07 05:43:43,OD_0001,20,-21.12692389706421,-27.090546431041943,1.282275950963521,37.75312805175781,2021,9,7,250,19.11737,85.03324,10.42585563659668
2021-09-19 05:43:43,OD_0001,20,-18.607943232035243,-27.395208616252216,1.472231953561042,37.752201080322266,2021,9,19,262,19.11737,85.03324,1.4555633068084717
2021-10-01 05:43:44,OD_0001,20,-30.01240585291708,-32.88731707207833,1.0957907617686646,37.74919128417969,2021,10,1,274,19.11737,85.03324,3.6318135261535645
2021-10-13 05:43:44,OD_0001,20,-22.693679984919804,-30.6094730418102,1.3488104645060002,37.75111770629883,2021,10,13,286,19.11737,85.03324,3.098191976547241
2021-10-25 05:43:44,OD_0001,20,-23.369482273413176,-27.78872175640293,1.189103011837682,37.74731063842773,2021,10,25,298,19.11737,85.03324,3.4338653087615967
2021-11-18 05:43:43,OD_0001,20,-19.906567425556503,-29.87287060537064,1.5006540287311998,37.74776840209961,2021,11,18,322,19.11737,85.03324,7.564380168914795
2021-11-30 05:43:43,OD_0001,20,-16.91447236043973,-27.011238511713284,1.5969306009738906,37.75003433227539,2021,11,30,334,19.11737,85.03324,5.626132965087891
2021-12-12 05:43:42,OD_0001,20,-26.222806563356645,-28.57612435792975,1.0897431702776466,37.75074768066406,2021,12,12,346,19.11737,85.03324,7.101180076599121
2021-12-24 05:43:42,OD_0001,20,-23.8008460660454,-28.419097249361474,1.1940372695365873,37.75199508666992,2021,12,24,358,19.11737,85.03324,1.8780405521392822
2022-01-05 05:43:41,OD_0001,20,-17.324818295805994,-26.7179533774949,1.5421779854373887,37.74891662597656,2022,1,5,5,19.11737,85.03324,4.566895008087158
2022-01-17 05:43:41,OD_0001,20,-17.490415813909838,-28.61207805860617,1.6358718033365138,37.75017166137695,2022,1,17,17,19.11737,85.03324,5.844240665435791
2022-01-29 05:43:40,OD_0001,20,-17.61543720300586,-29.97548452604734,1.7016599804251458,37.7524299621582,2022,1,29,29,19.11737,85.03324,5.503366470336914
2022-02-10 05:43:40,OD_0001,20,-25.41056585164835,-27.81112403381643,1.094470866811191,37.75358963012695,2022,2,10,41,19.11737,85.03324,4.103982448577881
2022-02-22 05:43:40,OD_0001,20,-21.913869421171235,-28.972360799255107,1.32210155324119,37.74757766723633,2022,2,22,53,19.11737,85.03324,2.1436030864715576
2022-03-06 05:43:40,OD_0001,20,-28.73935551065923,-27.667726577880675,0.962712144592766,37.750450134277344,2022,3,6,65,19.11737,85.03324,3.8706436157226562
2022-03-18 05:43:40,OD_0001,20,-16.234950954432914,-30.59598647478688,1.8845752328209355,37.75107955932617,2022,3,18,77,19.11737,85.03324,6.772587776184082
2022-03-30 05:43:40,OD_0001,20,-18.440000698341223,-28.11173265164934,1.5244973745677863,37.725196838378906,2022,3,30,89,19.11737,85.03324,11.534672737121582
2022-04-11 05:43:40,OD_0001,20,-23.51116960053993,-29.850916133010443,1.2696482837810386,37.755470275878906,2022,4,11,101,19.11737,85.03324,11.266715049743652
2022-04-23 05:43:41,OD_0001,20,-17.3650119613274,-30.62867180672652,1.7638151862456437,37.75175857543945,2022,4,23,113,19.11737,85.03324,6.243137836456299
2022-05-05 05:43:41,OD_0001,20,-22.30237494197125,-27.081777052563464,1.2143001417126105,37.76639175415039,2022,5,5,125,19.11737,85.03324,8.358593940734863
2022-05-17 05:43:42,OD_0001,20,-15.73778972652719,-27.51946139615229,1.7486230197729888,37.76124572753906,2022,5,17,137,19.11737,85.03324,9.5869140625
2022-05-29 05:43:43,OD_0001,20,-15.588217419049862,-29.40780621126472,1.8865406749668747,37.75040435791016,2022,5,29,149,19.11737,85.03324,10.517754554748535
2022-06-10 05:43:44,OD_0001,20,-13.896007816417402,-30.85441040520117,2.2203794652985374,37.74547958374024,2022,6,10,161,19.11737,85.03324,8.811442375183105
2022-06-22 05:43:45,OD_0001,20,-20.73336876451611,-27.811789914850053,1.3414023659506904,37.75045394897461,2022,6,22,173,19.11737,85.03324,8.867077827453613
2022-07-04 05:43:45,OD_0001,20,-23.442072621981865,-32.25822468355448,1.376082448158002,37.72443771362305,2022,7,4,185,19.11737,85.03324,1.9592622518539429
2022-07-16 05:43:46,OD_0001,20,-22.99218736332847,-31.957133883140763,1.3899127289694495,37.75107955932617,2022,7,16,197,19.11737,85.03324,3.683412790298462
2022-07-28 05:44:01,OD_0001,20,-24.05686072640812,-29.30234509639384,1.2180452565960758,37.74741744995117,2022,7,28,209,19.11737,85.03324,4.468985080718994
2022-08-09 05:44:02,OD_0001,20,-19.841368757062657,-26.246857882125,1.3228350424555395,37.740333557128906,2022,8,9,221,19.11737,85.03324,15.521086692810059
2022-08-21 05:44:02,OD_0001,20,-15.127302646275515,-27.93577765213892,1.8467124182920325,37.73922729492188,2022,8,21,233,19.11737,85.03324,7.283404350280762
2022-09-02 05:44:03,OD_0001,20,-17.614106491018,-27.918309597279904,1.5849972072961152,37.73409271240234,2022,9,2,245,19.11737,85.03324,4.039536952972412
2022-09-14 05:44:03,OD_0001,20,-14.136251917044504,-30.25878652969692,2.140509854186525,37.73557662963867,2022,9,14,257,19.11737,85.03324,11.08886432647705
2022-09-26 05:44:03,OD_0001,20,-23.146433729911703,-29.279778575669887,1.2649801225245414,37.74989700317383,2022,9,26,269,19.11737,85.03324,3.325188159942627
2022-10-08 05:44:04,OD_0001,20,-18.55979656448975,-30.733805459759665,1.655934393082859,37.746395111083984,2022,10,8,281,19.11737,85.03324,5.145641326904297
2022-10-20 05:44:04,OD_0001,20,-17.028841660109457,-26.038224836540067,1.52906611948453,37.7503662109375,2022,10,20,293,19.11737,85.03324,7.563815116882324
2022-11-01 05:44:04,OD_0001,20,-19.38320586887686,-27.334331812850493,1.4102069594555853,37.74241638183594,2022,11,1,305,19.11737,85.03324,5.445477485656738
2022-11-13 05:44:03,OD_0001,20,-25.921331145316945,-28.44126023063565,1.0972144937770285,37.74324798583984,2022,11,13,317,19.11737,85.03324,5.124675273895264
2022-11-25 05:44:03,OD_0001,20,-23.73832107608227,-27.8699939374305,1.174050761555801,37.72797393798828,2022,11,25,329,19.11737,85.03324,5.8201422691345215
2022-12-07 05:44:03,OD_0001,20,-21.144012834550256,-27.410166755517466,1.2963559457705225,37.73654556274414,2022,12,7,341,19.11737,85.03324,7.833592414855957
2022-12-19 05:44:02,OD_0001,20,-18.58269066537439,-28.533811894144485,1.5355048635293853,37.74600601196289,2022,12,19,353,19.11737,85.03324,4.98630952835083
2022-12-31 05:44:01,OD_0001,20,-23.64883114710281,-31.020113307451567,1.3116975259579289,37.741943359375,2022,12,31,365,19.11737,85.03324,3.034562587738037
2023-01-12 05:44:00,OD_0001,20,-25.43610366455777,-29.883371049771625,1.1748407477757925,37.75583267211914,2023,1,12,12,19.11737,85.03324,3.5673859119415283
2023-01-24 05:44:00,OD_0001,20,-24.745156751868382,-28.066460354990078,1.1342203501245114,37.73637008666992,2023,1,24,24,19.11737,85.03324,1.334782600402832
2023-02-05 05:44:00,OD_0001,20,-26.44898934100376,-28.340320531506254,1.071508637480162,37.73765563964844,2023,2,5,36,19.11737,85.03324,1.7217901945114136
2023-02-17 05:43:59,OD_0001,20,-20.243789346054623,-30.612667772654213,1.5122004704430698,37.75017547607422,2023,2,17,48,19.11737,85.03324,6.431665420532227
2023-03-01 05:44:00,OD_0001,20,-28.690864202135597,-29.774022751704077,1.0377527334811985,37.74162292480469,2023,3,1,60,19.11737,85.03324,3.8612356185913086
2023-03-13 05:43:59,OD_0001,20,-23.416571813557702,-29.867750039999272,1.2754962715211144,37.74749374389648,2023,3,13,72,19.11737,85.03324,2.6469194889068604
2023-03-25 05:44:00,OD_0001,20,-19.648921585178908,-27.31646728546632,1.3902273041829942,37.74169921875,2023,3,25,84,19.11737,85.03324,5.233490943908691
2023-04-06 05:44:00,OD_0001,20,-25.46004423398491,-28.755868005583483,1.1294508266092955,37.74640655517578,2023,4,6,96,19.11737,85.03324,4.403012752532959
2023-04-18 05:44:00,OD_0001,20,-15.13249164623292,-28.284933994702115,1.869152460542964,37.74606323242188,2023,4,18,108,19.11737,85.03324,6.068137168884277
2023-04-30 05:44:01,OD_0001,20,-27.601425069260262,-28.98818330505649,1.0502422694595093,37.73888397216797,2023,4,30,120,19.11737,85.03324,3.2022225856781006
2023-05-12 05:44:01,OD_0001,20,-17.902809903453733,-29.477268584495,1.6465163146712725,37.74455261230469,2023,5,12,132,19.11737,85.03324,7.354700088500977
2023-05-24 05:44:02,OD_0001,20,-17.982583494954074,-32.43155965520764,1.80349834962857,37.74535751342773,2023,5,24,144,19.11737,85.03324,11.7216796875
2023-06-05 05:44:03,OD_0001,20,-28.12182243404292,-28.01085257946118,0.9960539593462688,37.74290084838867,2023,6,5,156,19.11737,85.03324,3.868953227996826
2023-06-17 05:44:03,OD_0001,20,-20.38415676851169,-27.168702674785106,1.3328342684625445,37.73810958862305,2023,6,17,168,19.11737,85.03324,7.704249382019043
2023-06-29 05:44:03,OD_0001,20,-18.000715919898134,-29.925618625474325,1.6624682461876037,37.75471878051758,2023,6,29,180,19.11737,85.03324,10.740015029907227
2023-07-11 05:44:05,OD_0001,20,-24.116983184495528,-29.705280615991345,1.231716271838198,37.73823928833008,2023,7,11,192,19.11737,85.03324,3.9660725593566895
2023-08-16 05:44:07,OD_0001,20,-17.15770603788611,-39.43950543229703,2.298646762289215,37.7466926574707,2023,8,16,228,19.11737,85.03324,3.8773748874664307
2023-08-28 05:44:08,OD_0001,20,-20.916283356282253,-48.1478233756481,2.301930154392692,37.73918914794922,2023,8,28,240,19.11737,85.03324,2.4702675342559814
2023-09-09 05:44:08,OD_0001,20,-18.3295949264372,-29.053244766180136,1.5850456533698938,37.73922729492188,2023,9,9,252,19.11737,85.03324,8.60654354095459
2023-09-21 05:44:08,OD_0001,20,-17.460113039676102,-31.43366750425458,1.8003129437263767,37.74512481689453,2023,9,21,264,19.11737,85.03324,9.938067436218262
2023-10-03 05:44:09,OD_0001,20,-11.130963486214153,-39.59153888475159,3.556883367175379,37.73933410644531,2023,10,3,276,19.11737,85.03324,8.943073272705078
2023-10-15 05:44:09,OD_0001,20,-17.196286191962447,-30.623153351902545,1.7808004013224568,37.74361801147461,2023,10,15,288,19.11737,85.03324,1.1462396383285522
2023-10-27 05:44:09,OD_0001,20,-19.26807763768581,-48.41113543759879,2.5125046902921446,37.74374008178711,2023,10,27,300,19.11737,85.03324,3.4374616146087646
2023-11-08 05:44:08,OD_0001,20,-21.423875631807583,-48.41040893826101,2.259647589924723,37.75141143798828,2023,11,8,312,19.11737,85.03324,2.0855047702789307
2023-11-20 05:44:08,OD_0001,20,-17.82664388494744,-42.61860987298768,2.390725374223368,37.73523712158203,2023,11,20,324,19.11737,85.03324,7.115187644958496
2023-12-02 05:44:08,OD_0001,20,-19.463738872706568,-33.168327417530705,1.70410873442418,37.73850631713867,2023,12,2,336,19.11737,85.03324,8.522881507873535
2023-12-14 05:44:07,OD_0001,20,-17.968207969415538,-26.69100286827254,1.485457142621259,37.73640441894531,2023,12,14,348,19.11737,85.03324,4.805279731750488
2023-12-26 05:44:06,OD_0001,20,-19.389940984485627,-34.417320250029505,1.7750090254306423,37.74445724487305,2023,12,26,360,19.11737,85.03324,2.685213565826416
2024-01-07 05:44:06,OD_0001,20,-17.861779426819332,-37.657179026643874,2.1082546216029234,37.74288177490234,2024,1,7,7,19.11737,85.03324,5.804568767547607
2024-01-19 05:44:05,OD_0001,20,-28.226177414251296,-34.59510654673603,1.2256390951921488,37.74644088745117,2024,1,19,19,19.11737,85.03324,3.1534624099731445
2024-01-31 05:44:05,OD_0001,20,-18.47461211052171,-44.81806618427301,2.4259273166957644,37.73910140991211,2024,1,31,31,19.11737,85.03324,3.598749876022339
2024-02-12 05:44:05,OD_0001,20,-21.347344650989285,-35.52657006393896,1.66421494779645,37.738746643066406,2024,2,12,43,19.11737,85.03324,2.8705272674560547
2024-02-24 05:44:04,OD_0001,20,-20.80939896561311,-29.827641323243675,1.4333735141765955,37.7391357421875,2024,2,24,55,19.11737,85.03324,4.425657272338867
2024-03-07 05:44:04,OD_0001,20,-18.868431389369025,-26.40077190786443,1.3992033234272632,37.74574661254883,2024,3,7,67,19.11737,85.03324,5.634592056274414
2024-03-19 05:44:05,OD_0001,20,-20.46889607168148,-48.41098393656904,2.365099894348732,37.74560928344727,2024,3,19,79,19.11737,85.03324,3.544159412384033
2024-03-31 05:44:05,OD_0001,20,-21.313809622625715,-30.38564934967183,1.4256320145327697,37.74003219604492,2024,3,31,91,19.11737,85.03324,7.212374210357666
2024-04-12 05:44:04,OD_0001,20,-19.35759018908104,-48.40775545425245,2.5007118645149142,37.77939224243164,2024,4,12,103,19.11737,85.03324,3.0403740406036377
2024-04-24 05:44:05,OD_0001,20,-20.05151577485165,-35.420065590291955,1.7664532690698296,37.749122619628906,2024,4,24,115,19.11737,85.03324,4.273431777954102
2024-05-06 05:44:06,OD_0001,20,-15.686431754931316,-26.83871281477641,1.7109507907264616,37.729610443115234,2024,5,6,127,19.11737,85.03324,14.140962600708008
2024-05-18 05:44:06,OD_0001,20,-17.133115536779165,-30.278351170678494,1.7672414048502056,37.7299919128418,2024,5,18,139,19.11737,85.03324,6.599499225616455
2024-05-30 05:44:06,OD_0001,20,-18.120221578769268,-48.41204345868281,2.6717136569348163,37.73417282104492,2024,5,30,151,19.11737,85.03324,12.919856071472168
2024-06-11 05:44:05,OD_0001,20,-18.668152886935644,-41.56590813219029,2.2265678015353605,37.7388801574707,2024,6,11,163,19.11737,85.03324,9.564523696899414
2024-06-23 05:44:05,OD_0001,20,-24.747241775247936,-30.746980819606968,1.2424407171857004,37.73053359985352,2024,6,23,175,19.11737,85.03324,8.321950912475586
2024-07-05 05:44:07,OD_0001,20,-16.05613907270695,-23.246595192433706,1.4478322021979406,37.73634719848633,2024,7,5,187,19.11737,85.03324,9.367897033691406
2024-07-17 05:44:04,OD_0001,20,-18.15306187510657,-37.23464641502075,2.051149644682305,37.74143981933594,2024,7,17,199,19.11737,85.03324,3.1894655227661133
2024-07-29 05:44:03,OD_0001,20,-17.062590945802754,-48.41115708103448,2.837268808401177,37.74349212646485,2024,7,29,211,19.11737,85.03324,7.051558494567871
2024-08-10 05:44:03,OD_0001,20,-17.55031685351073,-23.68989266273666,1.3498270635494414,37.7461051940918,2024,8,10,223,19.11737,85.03324,6.166353702545166
2024-08-22 05:44:04,OD_0001,20,-14.102069420996092,-35.59764444958661,2.5242851518364025,37.74063873291016,2024,8,22,235,19.11737,85.03324,7.843044757843018
2024-09-03 05:44:04,OD_0001,20,-19.41667234812154,-30.66016889989156,1.5790640306529025,37.747318267822266,2024,9,3,247,19.11737,85.03324,8.33804702758789
2024-09-15 05:44:04,OD_0001,20,-13.86012564112322,-26.072900786140305,1.8811446202754163,37.73795700073242,2024,9,15,259,19.11737,85.03324,5.423625946044922
2024-09-27 05:44:04,OD_0001,20,-17.861817497006186,-30.927009493973436,1.7314592705449543,37.75038909912109,2024,9,27,271,19.11737,85.03324,9.482715606689453
2024-10-09 05:44:05,OD_0001,20,-19.86925452123616,-30.739736169873176,1.5471006291161404,37.7300033569336,2024,10,9,283,19.11737,85.03324,3.065574884414673
2024-10-21 05:44:05,OD_0001,20,-16.40500864662392,-41.26556818843997,2.51542495815339,37.739288330078125,2024,10,21,295,19.11737,85.03324,5.465742588043213
2024-11-02 05:44:05,OD_0001,20,-21.094411076503494,-48.41121982021072,2.2949784966566185,37.74283981323242,2024,11,2,307,19.11737,85.03324,2.0702552795410156
2024-11-14 05:44:04,OD_0001,20,-20.02485650388454,-40.31017043447186,2.0130067062728894,37.74245834350586,2024,11,14,319,19.11737,85.03324,7.070114612579346
2024-12-08 05:44:03,OD_0001,20,-19.42318157887937,-26.691989421109305,1.3742336348301445,37.73991775512695,2024,12,8,343,19.11737,85.03324,3.4272994995117188
2024-12-20 05:44:01,OD_0001,20,-16.604938960629376,-27.934797712483853,1.6823186028396604,37.74163436889648,2024,12,20,355,19.11737,85.03324,10.86818790435791
2020-01-04 05:43:32,OD_0002,20,-15.6535356413347,-29.320569074717376,1.8730956217516463,37.4993782043457,2020,1,4,4,19.15505,85.08077,5.499567031860352
2020-01-10 05:43:09,OD_0002,20,-23.89682148148388,-47.62315088473595,1.99286549140588,37.48688507080078,2020,1,10,10,19.15505,85.08077,4.807295799255371
2020-01-16 05:43:32,OD_0002,20,-21.39043275700682,-29.198564915895588,1.365029181390969,37.49859619140625,2020,1,16,16,19.15505,85.08077,1.2220059633255005
2020-01-22 05:43:08,OD_0002,20,-20.051190397830705,-30.96641830589568,1.5443680744882795,37.488861083984375,2020,1,22,22,19.15505,85.08077,2.955568552017212
2020-01-28 05:43:32,OD_0002,20,-30.472117464592028,-28.479958063473745,0.9346235323674787,37.49544525146485,2020,1,28,28,19.15505,85.08077,5.18342399597168
2020-02-09 05:43:31,OD_0002,20,-18.620421951312373,-28.74967656370345,1.5439863091650918,37.4886360168457,2020,2,9,40,19.15505,85.08077,6.7411980628967285
2020-02-21 05:43:31,OD_0002,20,-27.43340063492855,-25.35503502143656,0.9242395924169244,37.49259567260742,2020,2,21,52,19.15505,85.08077,2.757352590560913
2020-03-04 05:43:31,OD_0002,20,-16.291752458107126,-30.23244784006348,1.8556903511641047,37.495704650878906,2020,3,4,64,19.15505,85.08077,6.577585220336914
2020-03-16 05:43:31,OD_0002,20,-21.28577416244489,-27.701249342826493,1.301397315005841,37.49372863769531,2020,3,16,76,19.15505,85.08077,3.3009445667266846
2020-03-28 05:43:31,OD_0002,20,-26.15858710489277,-29.11516161440009,1.1130250077212431,37.49267578125,2020,3,28,88,19.15505,85.08077,3.004394769668579
2020-04-09 05:43:31,OD_0002,20,-16.970688124486223,-31.41827878872259,1.8513261547356237,37.49150466918945,2020,4,9,100,19.15505,85.08077,5.394968032836914
2020-04-21 05:43:32,OD_0002,20,-17.002973209749562,-31.71876881703298,1.8654836672238788,37.49015045166016,2020,4,21,112,19.15505,85.08077,7.101456642150879
2020-05-03 05:43:33,OD_0002,20,-17.702518259806673,-25.112987263202434,1.4186110074644651,37.49495315551758,2020,5,3,124,19.15505,85.08077,8.476730346679688
2020-05-15 05:43:33,OD_0002,20,-17.7544967821732,-31.4644479885028,1.7721959892490664,37.49760818481445,2020,5,15,136,19.15505,85.08077,6.965531826019287
2020-05-27 05:43:34,OD_0002,20,-17.860484250454284,-28.273689591865725,1.5830304036211436,37.49637985229492,2020,5,27,148,19.15505,85.08077,10.869558334350586
2020-06-08 05:43:35,OD_0002,20,-28.55134417713243,-29.567004430698805,1.0355731151312957,37.49646759033203,2020,6,8,160,19.15505,85.08077,3.6703360080718994
